comments
"One plus 7 pro is sold at a higher price and the device doesn't justify that, with no headphone jack and a dismal battey life i would suggest to wait for one plus 7. They don't include type - c to 3.5 jack connector in the box. WHEN I SAY THAT BATTERY LIFE IS POOR I SERIOUSLY MEAN IT. you barely get 4 hrs on time with the screen with 90hz, they have included 60hz option in the settings but which fool would change from 90 to 60hz ? the 90hz will spoil you and you will NEVER go back to 60hz screen. As i said the mobile overall is average not bad. They have provided a WARP charger which charges like crazy fast which will somehow 'compensate' a bad battery ?  NO  There were numerous occasions where i had to charge 3-4 times a day of heavy usage. The WARP charger charges the device to 50% in 20 min which is the only reason why i haven't gone for refund, really.As for the camera, it's 'average' for a flagship device. One plus pro are a premium rage smartphones which aims to compete with flagships, it isn't a 'flagship killer' but a 'flagship contender'The photos on bright sunlight and good lighting are good but fally horribly bad on low lighting and night time. So dismal.Some neat features in this device is that it is really smart , the sensors are top notch and detect the phone movement so scarily accurate . For example when you life the device from the table or a bed or whatever the sensors detect the movement and the screen lights up for you to check for notifications, note that this isn't because the front cam detects your 'ugly' face because the front cam is neatly sealed inside the device and it pops up when you need to take a selfie or a face recognition unlock with help of a magnetic motor. The device's screen is good not great i don't understand why there is a huge fuss around it.One more thing i have noted is that the vibrating motor in this device is very top class, they have clearly put a lot of effort in perfecting it, you can set the vibration intensity to match you satisfaction, be careful though if it is too high, when the mobile vibrates you too vibrate along with it :)I , thus conclude by stating that this device is a very 'average' 'smart' phone with a good screen which also happends to be a flagship for one plus company.
            "
"I am very disappointed with one plus there are no wireless charging and earphones with the phone in 53k u must go with 26k-55k vivo Samsung or apple also they giving you this standard Assesories with the phone.about hand set phone screen resolution is perfect <U+0001F44C>camera is perfect and design also perfect <U+0001F44C>
            "
"First time I have purchased one plus phone (one plus 7 pro) but my experience is very bad due to phone camera quality and battery life. Pictures are blur and camera can't focus on subject, pictures showing good in camera before clicking but after click picture goes blur. I have done every troubleshooting but problem is still same. Battery also work for 4-5 hours. So I want to return it. Because I have spent a very big amount on this phone but I am very disappointed by Amazon and one plus.
            "
"Very bad product, many functions doesn't work, I have OnePlus 5 and I didn't feel any issue with my old phone till now, don't buy, you will regret, and also Amazon support won't help you at all, they are even more worst <U+0001F621><U+0001F621><U+0001F621>
            "
"Bad experience with Amazon and onepluse.I have problems in touch but they don't accept replace immediately.Touch not working properly in a day 2_3 times it's automatically touch and phone start various application without any touch closing and open. Customer care taking too long time and assign technical assistance after on 27  may . Don't buySame problem after replacement but now ok after os update. Best phone in 50k range
            "
"One of the best phones I have used, be it android or iOS.The performance is buttery smooth, compared side by side with a Oneplus 6T, and 90hz display really makes a hell lot of difference.Updated to the 9.5.4 available while writing the review, and the battery life is awesome, getting 6 hrs screen on time with 90hz display. Camera is decent, just put the GCam, and it becomes a versatile camera option to shoot in different scenarios.Warp charging is the highlight and really charges the phone pretty quick, I don't miss my dash charging even with this huge battery.The haptic motor is finally really good, and now typing and other small tasks gives that satisfying vibrations.Stereo speakers are of really good quality and they are loud and clear.As for the headphone jack and adapter, everyone should know that before getting this device, spending <U+20B9>50k for a device without prior research is your mistake. Sure they should have given atleast an adapter, but it's no reason to give this one star.Overall, really awesome device, much better than the exynos galaxy that we get here in India.
            "
"An absolute fun loving futuristic Beast phone ever made by OnePlus.Thumbs Up<U+0001F44D>:1. Fluid Amoled: Top notch quality display similar to Samsung Dynamic Amoled.2. 90Hz Refresh rate: Butter Smooth experience, Best for gaming! <U+0001F3B3>3. Full screen Display:  There is no distractions like notch or pinch hole camera. Breathtaking <U+0001F60D> Viewing experience with HDR10+.<U+0001F4FA>4. Triple Camera Setup: Ultra wide(117°)+ Wide + Telephoto.<U+0001F3A5>5. Dolby Atmos: Crystal clear Surround sound <U+0001F50A>6. Popup Camera: Interesting Camera <U+0001F4F7>set up which eliminated notch on Display and it is sturdy.7. World's First phone to have UFS 3.0.Thumbs Down:<U+0001F44E>1: I felt like screen is too big, it could have been between 6.3 - 6.4 instead of 6.67 inch.2.  Price: I had to pay Rs.16000<U+0001F4B0> more Just for full screen Display (UHD+, 90Hz+ Bezelless), 300mAh more battery and for an Extra Telephoto camera.3. Little bit thicker & hefty: 206grams<U+0001F3CB><U+FE0F> compared to OnePlus7 weighing about 182grams.Will update my detailed review on OnePlus 7pro after One Month of usage.
            "
"The product was received in good packaging condition.. The phone is awesome except that the selfie popup camera isn't working.. It refuses to come out & instead an error message pops up for the camera..
            "
"I completely Loved the display quality , sound quality , finger print sensor , Pop up camera, wide angle , 3x zoom and night scape camera. I disappointed a bit by not having a 3.5 mm ear phone jack. Coming to the story of battery life one plus 7 pro is 4000 milliamp which is having 9 hrs 45 minutes battery life where as one plus 6t is 3700 milliamp which is having 10 hrs battery life . I was disappointed with this too. I was totally stunned by the speediness of fingerprint sensor absolutely stunned .  I think everything is fine with the New one plus 7 pro and I am absolutely and delightfully enjoying the experience of New one plus 7 pro . Basically I am a movie lover. I am enjoying the HD movies like I am watching in movie theater. Dolby Atmos sound quality adds this phone to become high priority than others .
            "
"Phone is like a brick. Very heavy. I mean you can't talk without headphones. Interesting thing is one plus calling this premium phone. They have the audacity to give this phone without earphone and any kind of adapter from type c to 3.55. Thats arrogance at it's best. Basically you are stuck and spend whole lot of money for Bluetooth ear phone. Only saving grace of this phone is performance. Ui is not great and very old. Vivo has better ui than this phone. Buy if you want to shell out extra money for simple things like adapter and all.  It is not water resistant too. No it's rating. This is my first and last one plus.
            "
"Battery is a weak.. Needs to charge twice a dayAnd apps also keep crashing... In between...Thr is a bug in which lock screen ambient light won't work sumtimes
            "
"SO this phone is probably the best Android phone till date and even better than ios ehen it comes to camera and speed<U+2764><U+FE0F>I HAVE BEEN USING THIS PHONE FROM PAST 2 DAYS FOLLOWING ARE THE PROS-1)NO LAG IN GAMING2) ULTIMATELY FAST CHARGING3) THE EDGES ON SCREEN GIVE PREMIUM FEELING4) DUAL SPEAKERS ARE SERIOUSLY USEFUL5) THE TOUCH AND DISPLAY IS VERY SMOOTH6) CAMERA IS A BEAST BOTH FRONT AND BACK CAMERAFOLLOWING ARE CONS-NONE XD AS A CONCLUSION--THE SPEED IS UNMATCHABLE-IN HAND FEEL IS VERY PREMIUM-CAMERA WILL NOT LET YOU DOWN-WARP CHARGING IS VERY QUICKHOPE THIS HELPS<U+0001F642><U+2764><U+FE0F>
            "
"Definitely worth every single Penny spent on it. The display and performance are absolutely mind blowing. Camera may not be the best but it's still top class. The phone isn't as big as people would think it is. It's actually pretty sleek and feels nice in the hands as it isn't very broad. The battery performance is commendable given the 90hz refresh rate and the QHD display. Would easily last a day on normal usage. Although, Heavy users would require around half an hour of charging. Warp charge is super fast, you won't even realise how quickly your phone charges after you plug it in. Oxygen works buttery smooth and as a first time user of this UI, I'm liking it quite a lot. Gaming is wonderful too, absolutely smooth, beautiful and lag free. The accompanying phone cover is good too, it just gets smudged by finger prints though. As someone who watched reviews of different phones and was well versed with what I was buying, I'm enjoying every second of using this phone.Most of the reviewers here are complaining about not receiving headphones and extra covers and a screen guard with bubbles, it's absolutely absurd. You should atleast look over what you're buying first thoroughly, and any reasonable man would have easily found out what he's get in the box and what he's not getting. These illiterate people buy stuff without knowing anything and then expect candies in the damn box and when they don't get it, write negative reviews which influence other queer buyers. It's highly unfortunate.For all those looking for the best performing Device available right now, go for it, if you can compromise with the headphone jack (get a 3.5mm to c type cable and problem solved). Everything from the looks and feel to the performance of the phone is amazing. You'll feel that you're holding a flagship masterpiece every second you're holding this phone. It's easily the best phone in it's price range hands down.
            "
"Didn't received Bluetooth headphone and car charger with mobile. As it was told in the launch event that one plus seven will give both these products with package.
            "
"Before going to buy this product let me tell some truth... Camera is at it's worst, after buying this  phone  I got 2 updates and last one specific for camera  but still it's same as before after updateScreen quality  just like a normal lcd panel phone , I switched from pixel XL but that was my biggest mistake I can say that.Now the funniest thing is my phone's front camera taking 15-20 second to popup and Amazon tech support says that's normal <U+0001F601><U+0001F601>. Amazon says no return policy is there for this phone so yeah you are going to regret after buying this piece of junk, don't listen to the YouTubbers they are just paid for that. I am writing this review after 10 days of use.
            "
"Neither a flagship phone nor a flagship killer. It's an expensive joke..  Mi note 5 pro camera is far far better than this idot box.  48 MP camera is a joke.  The tech reviewers gave biased reviews. Don't even try to compare with MI note 7 pro 48MP setup.  Nothing in the product will amaze you,  you will end up with a huge disappointment... Ram management is pathetic,  battery is below average.  Go for google pixel rather than this.
            "
"I was waiting for this now when i have this in my hands it's just awesome, super design, perfect camera like all models of one plus.A phone from flagship killer to flagship.If anyone really looking to have feel of premium phone then go for it.It's been two days i am using this phone and all good till now, battery, display, speed, sound everything is perfect.
            "
"OnePlus 7pro the best mobile iam using more than 20 mobiles but this mobile is great performance camera performance is the best screen quality is very impressive thanks OnePlus and Amazon ones again
            "
"I didn't believe the reviewers. I bought the phone. And now I don't like any other phones except OnePlus 7 Pro.90Hz - It's madness. Imagine this - Drinking alcohol is injurious to health, but if you drink it you'll feel good. Right? 90Hz would give you the best smartphone experience, but it drains some more battery compared to 60Hz. Moderate drinking is perfectly fine; charging the phone 2 times a day is fine too. (I'm a heavy user)Warp charger - Charges the phone at remarkable speeds. If you're a previous OnePlus user, you won't find much of a difference.Camera - Definitely the best, in accordance with pricing.Everything else - as accurate as in the product description.My favorite retarded reviews :*Someone was upset that he couldn't find a 'OnePlus backpack' and a 'OnePlus water bottle' in the package.*Someone was upset that he found an air bubble under the phone's screen guard.
            "
"Very disappointed with the product performance and battery life. It's taking more than an hour for full charge in switch off mode and also drains of in just 8 hours. The very new phone started hanging. Is this is what expected from one plus. I need a replace for this phone
            "
"OnePlus 6T was among the fastest Android ever and this time OnePlus has truly gone beyond speed to make one of the best phones of 2019.Pros-1. Display. The major pro is the damn smooth 90 Hz refresh rate along with QHD+ screen. It's as smooth as a butter!2. Ram Boost - The phone learns your behaviour like which apps you use most and accordingly allocates ram towards it making the phone even faster.3. Speed. Nothing to say about this. It's blazing fast.4. Warp charging. The phone gets charged upto 50% in about half an hour and completely in about 75 minutes.5. Completely stoked with the battery after a heavy usage of 9.5 hour screen time with playing games for 2 hours and using Netflix for 7 hours in a single charge.Cons-1. Including camera here for the time being until a major update comes our and improves the camera firmware. As of now, not a flagship camera by miles.2. Lack of IP rating, not that it matters to me. The phone's tested enough in water.3. Lack of wireless charging. Again, not felt as a con because of warp charging, but still.Conclusion: If you can wait for a while for the camera to be improved and don't mind the above cons, definitely go for it. Nebula Blue is a beauty!
            "
"Big issue with touchscreen..when I try n write it starts video call on wattsapp.. I am trying to write a review the page is closing automatically. After spending 50k if you face such issues, it's disappointing.. I don't know if this issue is because I ordered from Amazon.. I will not recommend this phone to anyone.. I want to return this n want a good phone in working condition or else my refund.
            "
"I've been using the phone for a week now and the only thing I hate about this phone is the camera. Dear OnePlus, please sort out this asap. The camera is not what you expect for the price and the image processing is ""bitter"" this time.Except for that single thing, This phone is the snappiest one yet released in 2019 and they have done no compromise with the display. The 90Hz display is just mind-blowing and I can guarantee you that once you get adjusted to those curved sides of the display, you won't take your eyes off it.Then there are some minor bugs which will be sorted out later on with updates. The phone feels great in the hands even though people claims it to be a bit heavier than other flagships. But I personally love the feel of the phone in my hands, it's just a solid feel. The buttons are placed perfectly in this phone, you won't accidentally hit any buttons on either sides.If you have the money to spend, this is the best choice as of today and if you're preferring the best camera phone in a budhet, go for Pixel 3a and if the price is not a problem for you there are several other phones in the market.Don't worry about the missing ip rating and the fact that this phone doesn't have wireless charging feature, the warp charge doess all justice to you.The fingerprint has improved so much that it's almost as fast as a conventional scanner.Yes, you're going to miss the face unlock feature. It's still there but it's not worth your time.So overall, go get this device after keeping this information in mind.There's one more thing I noticed in another review here in the Amazon page, that a customer saying that he didn't recieve the wireless bullets and two extra cases as seen in many review videos on youtube. Please, those are the review packages that youtubers get to review the phone. The in box contents are clearly given in the description, so please don't underrate the phone due to these reasons.Hope you have a great time enjoying this phone. Just go for it.
            "
"Amazing phone I have never given reviews about anything on internet but after reading some bad comments insisted me to write one good comment. Guys don't know people are mad or there luck is too bad that they have received some dabba but in one line I can garrentee you .... That u can't find better phone then this. I have used iPhone Samsung Sony Nokia redmi oppo but after using  one plus specially 7 pro I can't think I would buy some other phone.Best of the best
            "
"Upgraded from my OnePlus 6 just a few days back after using OnePlus 6 for about 10 months or so.Initial observation :1. QHD screen is just gorgeous with 90 Hz refresh rate.2. No notch whatsoever.3. Near Stock Android experience.4. OP is great in pushing updates regularly which is a rare thing even with Samsung's flagship phones.Pro's :1.  QHD screen is just gorgeous with 90 Hz refresh rate.2. Near Stock Android experience with some very useful features like screen recorder, ability to switch between QHD & FHD+, etc3. Fast Charging (coutsey OPPO's VOOC Charge 3).4. Good ROM options.5. ZEN mode to log you out of the smartphone for 20 minutes.6. Full screen without a notch makes video streaming a great experience.7. Apps open fast, really fast.8. Pop Up camera is really fast during face recognition. Many times you may not even notice that the POP UP camera really came out of the slot retracted. It's that fast.CON's :1. Battery drain gets hampered if you run it in QHD with 90 Hz refresh rate.2. Camera is not up to the mark as compared to OnePlus 6 apart from the options of wide angle. (maybe software update will improve its usability, perticularly while shooting videos in wide angle).3 Camera clicks 12 MP shots in default mode. Night mode is so-so but don't compare it with Pixel 3, Pixel 3XL or even with Pixel 3a XL. Pixel is way ahead in terms of resolution perticularly in night mode.4. Day time photos are much better when compared to OnePlus 6 perticularly where good light is not an issue. Photography during ""conference"" might be tricky. This is where Pixel will overshadow all other smartphones.5. This is a big phone in the territory of a tablet. Handling it might be a bit difficult for some. Single hand use is not advisable.Will update after a few more days of use.UPDATE AFTER A FEW MORE DAYS OF USAGE :Most of the users of OnePlus 7 Pro (as per the reviews) would be happy with budget handset like Redmi or Realme as they are either using OnePlus 7 Pro for the sake of it or to play games. Whether your handset has 2GB RAM free or not has nothing to do with the performance. What makes a difference is the availability of RAM for a perticular task. RAM management is very good like all the previous OnePlus devices.IPhone XS Max also doesn't give a headset or even a dongle to use it with 3.5 mm headphone jack but people do buy iPhone without thinking twice. Iphone doesn't even give fast charging brick in the box. When people can spend a lack of rupees for a brand why complain about OnePlus 7 Pro.Call quality of OP 7 Pro is good. Even video calling over Whatsapp and Skype is good.It's a pleasure using OnePlus 7 Pro for creating Word documents, PPT's, Excel Sheets on the go. These apps use a lot of battery and RAM. Adobe Reader is just fluid. RAM management while using these apps and switching between them is just beautiful and seamless.Will update after a few more days......As expected, OnePlus released an update on the general performance and camera issue.Camera quality is quite subjective and uncontrollable since everyone can capture an awful photo in a random scenario. Even though the photo is not quite bad technically, there is always someone giving negative opinion only for the reason that he likes more appealing photo style. Every time when there is a photo sent to us due to negative feedback, our engineers are requested to find the same light condition and object of same color and texture to simulate the photo in order to reproduce the same problem. You can imagine the time and workload needed for fixing every single problem, not to mention the dozens of photos we got from all over the world everyday. We hope you guys could understand and allow us more time keep working on the camera.ONEPLUS COMMUNITY LISTENS....
            "
"Ordered this on 16th and got it 20th. Don't know why??This phone doesn't have headphone Jacks but it's a Bluetooth one. Oneplus should have provided it but they haven't. But on unboxing vedio which are available shows they provide 2 covers n Bluetooth headset as well. Nothing phadu is available in this phone. If you want then u can opt for something else.Apart from this, phone is almost like 6t but yes no lags at all. Average quality camera, good selfies. Gaming is cool.I like it because it is so smooth but not worth of 52k.
            "
"Touch is not working properly
            "
"There are air bobbles on the screen , request has been placed for return, let see what they would suggest
            "
"display- 5 starlook- 4 starprocessor- no need to be ratedbattery- 4 star. more thn my expectations at qhd nd 90hzgood sound not one of d best stereo speakers
            "
"Got it in a day, and have been using it for a day, till now the experience is quite good, here are the pros and cons I noticed-Pros-1. The display is absolutely amazing 90Hz refresh rate makes everything make more fluid, plus the HDR support is a good feature since they are tying up with Netflix to bring HDR content, although some apps have not used the curves at top and bottom of the screen properly.2. The phone is fast and I mean damn fast, thanks to the Qualcomm SD 855.3. Battery life lasts about a day with medium use, with heavy use with QHD and 90Hz kept on, the battery drains fast. But  with the WRAP30 charger it charges pretty fast.4. The UFS3.0 storage is very fast.5. The phone design looks good, one of the best looking smartphones with a glass back.Cons-1. The biggest con is it has no headphone jack AND no USB-C to 3.5mm converter or USB-C headphone is provided with this, so you have to shell out extra bucks for that.2. The upcoming OnePlus 7 still has SD855 and 48MP processor, although it costs about 32999.3. The camera is nothing unique for a flagship, but still captures good photo even in lowlight.4. No wireless charging.5. No official water proof rating.6. It's very slippery due to the glass back, so if you've tendency of dropping phones definitely get a cover. Although finger smudges are easy to clean on it unlike the Google Pixel.Over all it's great phone and one can go for it.
            "
"Bought on 17th May, worked well for a week, since last 2 days ph not functioning properly, getting hanged. irratic response at time. Can't pick up call , apps switching automatically.Never believe this can happen with  such a brand and such high end Mobile.
            "
"Good and awesome experience in one plus 7 proGood battery lifeGood cameraGood for pubgBig screen and sound quality is also goodWorking in good condition let's see... I used this almost 10 days suddenly my wake screen and double tap to wake the screen is not working properly
            "
"Camera quality is normal,Mobile is more weighted in hands,suddenly my call log didn't work properly,night mode does not looks best as well with slowmotion video in low light is worst.battery is better and also the wrap charger doesn't give us wow experience of we are already using dash chargers. Sound is awesome with dual output speakers top and bottom,Mobile finger print sensor is jaw dropping faster.
            "
"I love itI got a screen on time of 6hrs in my first charge itself, battery life will only improve from here and my other concern was the camera, I was pleasantly surprised here it's a good camera but you have to adjust your expectations it's not pixel or p30pro good, in good light you can take some very detailed images , everything else it just works and it's no small thing , the whole experience of using this phone feels refined. I'll list out some pros and cons as wellPros1. Display is awesome and the curve is not bothering me at all2. The speakers get plenty loud and sound pretty good for a smartphone speaker3. It didn't feel too heavy to me and I enjoy the big display4. Charging is really fast and so is the UI5. Main cameraCons1.Could have priced it a bit more competitively
            "
"Was one of the first people to order on Amazon. Upgraded from OP6 and there is a few things for which I believe upgrading was worth all money. First, the ""fluid amoled"" display with 90hz refresh rate.. I tell you, if you are a gamer, you will never use a 60HZ display again. The new stereo system and the vibrating motors are good. My biggest concern is the curved display which looks nice but prone to damage. Moreover, if you play PUBG and other such games and use claw setup, the edges may be a problem and you'll need quite some time to adjust. Another concern is, I did not receive a splitter or headphone adapter with my box... No one wants to use a 3rd party splitter with this phone because I don't believe there's any available on the market which can handle their wrap charger. The splitter will cost around 400 INR which is OK, but them not including as a part of the box is an indication that one plus is going through a phase of transition from being a customer oriented brand towards an authoritarian like the big players(Samsung, apple etc.) I fear op7 pro is the last phone from them I'll be able to buy :(
            "
"Camera quality is awful. Not worth buying. Can't even return the product
            "
